IdEmpresa,Importe debe,Importe haber,Saldo,Fecha,IdAsiento,IdApunte,SCPGC,CPGC,CPGC2,Id Mayor
2,14,0,14,2020-06-21 00:00:00.000,"2 -2020-0557","2 -2020-0557-1460","2-41000247","4100","41",61
2,14,0,14,2020-06-25 00:00:00.000,"2 -2020-0565","2 -2020-0565-1479","2-41000247","4100","41",62
2,14,0,14,2020-06-26 00:00:00.000,"2 -2020-0570","2 -2020-0570-1490","2-41000247","4100","41",63
2,14,0,14,2020-06-27 00:00:00.000,"2 -2020-0573","2 -2020-0573-1496","2-41000247","4100","41",64
2,14,0,14,2020-07-02 00:00:00.000,"2 -2020-0596","2 -2020-0596-1562","2-41000247","4100","41",67
2,14,0,14,2020-07-03 00:00:00.000,"2 -2020-0599","2 -2020-0599-1569","2-41000247","4100","41",68
2,14,0,14,2020-07-31 00:00:00.000,"2 -2020-0664","2 -2020-0664-1730","2-41000247","4100","41",73
2,14,0,14,2020-09-27 00:00:00.000,"2 -2020-0812","2 -2020-0812-2126","2-41000247","4100","41",79
2,14,0,14,2020-09-30 00:00:00.000,"2 -2020-0821","2 -2020-0821-2157","2-41000247","4100","41",80
2,14,0,14,2020-10-08 00:00:00.000,"2 -2020-0875","2 -2020-0875-2290","2-41000247","4100","41",83
2,14,0,14,2020-10-10 00:00:00.000,"2 -2020-0879","2 -2020-0879-2300","2-41000247","4100","41",85
2,14,0,14,2020-10-16 00:00:00.000,"2 -2020-0902","2 -2020-0902-2356","2-41000247","4100","41",86
2,14,0,14,2020-10-18 00:00:00.000,"2 -2020-0906","2 -2020-0906-2365","2-41000247","4100","41",87
2,14,0,14,2020-10-28 00:00:00.000,"2 -2020-0958","2 -2020-0958-2489","2-41000247","4100","41",91
2,14,0,14,2020-10-29 00:00:00.000,"2 -2020-0961","2 -2020-0961-2496","2-41000247","4100","41",92
2,14,0,14,2020-10-30 00:00:00.000,"2 -2020-0964","2 -2020-0964-2504","2-41000247","4100","41",93
2,14,0,14,2020-10-31 00:00:00.000,"2 -2020-0968","2 -2020-0968-2519","2-41000247","4100","41",95
2,14,0,14,2020-11-06 00:00:00.000,"2 -2020-1004","2 -2020-1004-2613","2-41000247","4100","41",96
2,14,0,14,2020-11-07 00:00:00.000,"2 -2020-1005","2 -2020-1005-2615","2-41000247","4100","41",97
2,14,0,14,2020-11-08 00:00:00.000,"2 -2020-1008","2 -2020-1008-2621","2-41000247","4100","41",98
2,14,0,14,2020-11-11 00:00:00.000,"2 -2020-1016","2 -2020-1016-2641","2-41000247","4100","41",99
2,14,0,14,2020-11-12 00:00:00.000,"2 -2020-1019","2 -2020-1019-2647","2-41000247","4100","41",100
2,14,0,14,2020-11-21 00:00:00.000,"2 -2020-1049","2 -2020-1049-2720","2-41000247","4100","41",105
2,14,0,14,2020-11-22 00:00:00.000,"2 -2020-1060","2 -2020-1060-2747","2-41000247","4100","41",107
2,14,0,14,2020-12-11 00:00:00.000,"2 -2020-1143","2 -2020-1143-2956","2-41000247","4100","41",111
2,14,0,14,2021-01-14 00:00:00.000,"2 -2021-0052","2 -2021-0052-0191","2-41000247","4100","41",115
2,14,0,14,2021-01-15 00:00:00.000,"2 -2021-0054","2 -2021-0054-0196","2-41000247","4100","41",116
2,14,0,14,2021-01-31 00:00:00.000,"2 -2021-0104","2 -2021-0104-0324","2-41000247","4100","41",118
2,14,0,14,2021-02-11 00:00:00.000,"2 -2021-0141","2 -2021-0141-0415","2-41000247","4100","41",119
2,14,0,14,2021-02-21 00:00:00.000,"2 -2021-0176","2 -2021-0176-0503","2-41000247","4100","41",121
2,14,0,14,2021-02-25 00:00:00.000,"2 -2021-0184","2 -2021-0184-0522","2-41000247","4100","41",122
2,14,0,14,2021-02-28 00:00:00.000,"2 -2021-0190","2 -2021-0190-0534","2-41000247","4100","41",123
2,14,0,14,2021-03-04 00:00:00.000,"2 -2021-0234","2 -2021-0234-0654","2-41000247","4100","41",125
2,14,0,14,2021-03-05 00:00:00.000,"2 -2021-0237","2 -2021-0237-0660","2-41000247","4100","41",126
2,14,0,14,2021-03-09 00:00:00.000,"2 -2021-0247","2 -2021-0247-0683","2-41000247","4100","41",127
2,14,0,14,2021-03-11 00:00:00.000,"2 -2021-0253","2 -2021-0253-0695","2-41000247","4100","41",128
2,14,0,14,2021-06-30 00:00:00.000,"2 -2021-0442","2 -2021-0442-1185","2-41000247","4100","41",130
2,14,0,14,2021-07-01 00:00:00.000,"2 -2021-0461","2 -2021-0461-1234","2-41000247","4100","41",132
2,14,0,14,2021-07-03 00:00:00.000,"2 -2021-0469","2 -2021-0469-1251","2-41000247","4100","41",133
2,14,0,14,2021-07-06 00:00:00.000,"2 -2021-0475","2 -2021-0475-1265","2-41000247","4100","41",134
2,14,0,14,2021-07-08 00:00:00.000,"2 -2021-0479","2 -2021-0479-1273","2-41000247","4100","41",135
2,14,0,14,2021-07-09 00:00:00.000,"2 -2021-0480","2 -2021-0480-1275","2-41000247","4100","41",136
2,14,0,14,2021-07-13 00:00:00.000,"2 -2021-0491","2 -2021-0491-1300","2-41000247","4100","41",137
2,14,0,14,2021-07-14 00:00:00.000,"2 -2021-0492","2 -2021-0492-1302","2-41000247","4100","41",138
2,14,0,14,2021-07-15 00:00:00.000,"2 -2021-0495","2 -2021-0495-1308","2-41000247","4100","41",139
2,14,0,14,2021-07-16 00:00:00.000,"2 -2021-0498","2 -2021-0498-1316","2-41000247","4100","41",140
2,14,0,14,2021-07-22 00:00:00.000,"2 -2021-0517","2 -2021-0517-1361","2-41000247","4100","41",141
2,14,0,14,2021-08-03 00:00:00.000,"2 -2021-0555","2 -2021-0555-1460","2-41000247","4100","41",142
2,14,0,14,2021-08-04 00:00:00.000,"2 -2021-0561","2 -2021-0561-1474","2-41000247","4100","41",143
2,14,0,14,2021-09-18 00:00:00.000,"2 -2021-0676","2 -2021-0676-1767","2-41000247","4100","41",144
2,14,0,14,2021-09-21 00:00:00.000,"2 -2021-0682","2 -2021-0682-1782","2-41000247","4100","41",145
2,14,0,14,2021-09-22 00:00:00.000,"2 -2021-0685","2 -2021-0685-1788","2-41000247","4100","41",146
2,14,0,14,2021-09-23 00:00:00.000,"2 -2021-0687","2 -2021-0687-1793","2-41000247","4100","41",147
2,14,0,14,2021-10-05 00:00:00.000,"2 -2021-0745","2 -2021-0745-1956","2-41000247","4100","41",149
2,14,0,14,2021-10-07 00:00:00.000,"2 -2021-0754","2 -2021-0754-1976","2-41000247","4100","41",150
2,14,0,14,2021-10-08 00:00:00.000,"2 -2021-0756","2 -2021-0756-1980","2-41000247","4100","41",151
2,14,0,14,2021-10-15 00:00:00.000,"2 -2021-0771","2 -2021-0771-2015","2-41000247","4100","41",152
2,14,0,14,2021-10-21 00:00:00.000,"2 -2021-0791","2 -2021-0791-2062","2-41000247","4100","41",153
2,14,0,14,2021-10-23 00:00:00.000,"2 -2021-0796","2 -2021-0796-2073","2-41000247","4100","41",154
2,14,0,14,2021-10-27 00:00:00.000,"2 -2021-0800","2 -2021-0800-2082","2-41000247","4100","41",155
2,14,0,14,2021-10-30 00:00:00.000,"2 -2021-0814","2 -2021-0814-2113","2-41000247","4100","41",157
2,14,0,14,2021-11-03 00:00:00.000,"2 -2021-0831","2 -2021-0831-2174","2-41000247","4100","41",158
2,14,0,14,2021-11-11 00:00:00.000,"2 -2021-0849","2 -2021-0849-2216","2-41000247","4100","41",160
2,14,0,14,2021-11-13 00:00:00.000,"2 -2021-0856","2 -2021-0856-2231","2-41000247","4100","41",162
2,14,0,14,2021-11-16 00:00:00.000,"2 -2021-0859","2 -2021-0859-2238","2-41000247","4100","41",163
2,14,0,14,2021-11-17 00:00:00.000,"2 -2021-0860","2 -2021-0860-2240","2-41000247","4100","41",164
2,14,0,14,2021-11-27 00:00:00.000,"2 -2021-0880","2 -2021-0880-2288","2-41000247","4100","41",167
2,14,0,14,2021-12-07 00:00:00.000,"2 -2021-0910","2 -2021-0910-2365","2-41000247","4100","41",168
2,14,0,14,2020-03-30 00:00:00.000,"2 -2020-0269","2 -2020-0269-0728","2-41000396","4100","41",11
2,14,0,14,2020-09-24 00:00:00.000,"2 -2020-0798","2 -2020-0798-2094","2-41000203","4100","41",6
1,318,0,318,2020-01-01 00:00:00.000,"1 -2020-0008","1 -2020-0008-0058","1-41000000140","4100","41",2
1,318,0,318,2020-01-01 00:00:00.000,"1 -2020-0009","1 -2020-0009-0064","1-41000006551","4100","41",2
1,33.31,0,33.31,2020-01-01 00:00:00.000,"1 -2020-0010","1 -2020-0010-0069","1-41000000800","4100","41",2
1,49.37,0,49.37,2020-01-02 00:00:00.000,"1 -2020-0017","1 -2020-0017-0087","1-41000040400","4100","41",2
1,79.81,0,79.81,2020-01-03 00:00:00.000,"1 -2020-0021","1 -2020-0021-0095","1-41000008389","4100","41",2
1,155.5,0,155.5,2020-01-07 00:00:00.000,"1 -2020-0023","1 -2020-0023-0099","1-41000000015","4100","41",2
1,166.36,0,166.36,2020-01-07 00:00:00.000,"1 -2020-0024","1 -2020-0024-0101","1-41000000015","4100","41",3
1,621.8,0,621.8,2020-01-17 00:00:00.000,"1 -2020-0033","1 -2020-0033-0126","1-41000000755","4100","41",2
1,20,0,20,2020-01-22 00:00:00.000,"1 -2020-0036","1 -2020-0036-0134","1-41000015000","4100","41",2
1,302.5,0,302.5,2020-01-31 00:00:00.000,"1 -2020-0041","1 -2020-0041-0149","1-41000040400","4100","41",4
1,621.8,0,621.8,2020-02-01 00:00:00.000,"1 -2020-0046","1 -2020-0046-0168","1-41000000755","4100","41",4
1,318,0,318,2020-02-01 00:00:00.000,"1 -2020-0048","1 -2020-0048-0177","1-41000000140","4100","41",4
1,318,0,318,2020-02-01 00:00:00.000,"1 -2020-0049","1 -2020-0049-0183","1-41000006551","4100","41",4
1,32,0,32,2020-02-01 00:00:00.000,"1 -2020-0051","1 -2020-0051-0186","1-41000003125","4100","41",2
1,34.47,0,34.47,2020-02-01 00:00:00.000,"1 -2020-0052","1 -2020-0052-0192","1-41000000800","4100","41",4
1,67.04,0,67.04,2020-02-04 00:00:00.000,"1 -2020-0055","1 -2020-0055-0198","1-41000003764","4100","41",1
1,108.13,0,108.13,2020-02-04 00:00:00.000,"1 -2020-0056","1 -2020-0056-0200","1-41000008389","4100","41",4
1,4.4,0,4.4,2020-02-05 00:00:00.000,"1 -2020-0063","1 -2020-0063-0223","1-41000005054","4100","41",1
1,243.54,0,243.54,2020-02-06 00:00:00.000,"1 -2020-0065","1 -2020-0065-0227","1-41000005054","4100","41",2
1,99.38,0,99.38,2020-02-12 00:00:00.000,"1 -2020-0070","1 -2020-0070-0244","1-41000040400","4100","41",6
1,47.19,0,47.19,2020-02-25 00:00:00.000,"1 -2020-0076","1 -2020-0076-0263","1-41000002740","4100","41",2
1,302.5,0,302.5,2020-02-28 00:00:00.000,"1 -2020-0080","1 -2020-0080-0277","1-41000040400","4100","41",8
1,621.8,0,621.8,2020-03-01 00:00:00.000,"1 -2020-0081","1 -2020-0081-0283","1-41000000755","4100","41",6
1,318,0,318,2020-03-01 00:00:00.000,"1 -2020-0082","1 -2020-0082-0289","1-41000000140","4100","41",6
1,318,0,318,2020-03-01 00:00:00.000,"1 -2020-0083","1 -2020-0083-0295","1-41000006551","4100","41",6
1,29.8,0,29.8,2020-03-01 00:00:00.000,"1 -2020-0085","1 -2020-0085-0302","1-41000000800","4100","41",6
1,664.64,0,664.64,2020-03-05 00:00:00.000,"1 -2020-0089","1 -2020-0089-0312","1-41000005054","4100","41",4
1,13.02,0,13.02,2020-03-05 00:00:00.000,"1 -2020-0090","1 -2020-0090-0314","1-41000005054","4100","41",5
1,133.86,0,133.86,2020-03-05 00:00:00.000,"1 -2020-0090","1 -2020-0090-0316","1-41000000015","4100","41",4
1,124.07,0,124.07,2020-03-06 00:00:00.000,"1 -2020-0092","1 -2020-0092-0320","1-41000008389","4100","41",6
1,172.81,0,172.81,2020-03-12 00:00:00.000,"1 -2020-0094","1 -2020-0094-0329","1-41000009574","4100","41",2
1,70.3,0,70.3,2020-03-12 00:00:00.000,"1 -2020-0095","1 -2020-0095-0334","1-41000040400","4100","41",10
1,302.5,0,302.5,2020-03-31 00:00:00.000,"1 -2020-0098","1 -2020-0098-0345","1-41000040400","4100","41",12
1,621.8,0,621.8,2020-04-01 00:00:00.000,"1 -2020-0103","1 -2020-0103-0369","1-41000000755","4100","41",8
1,47.19,0,47.19,2020-04-01 00:00:00.000,"1 -2020-0104","1 -2020-0104-0373","1-41000002740","4100","41",4
1,29.8,0,29.8,2020-04-01 00:00:00.000,"1 -2020-0106","1 -2020-0106-0377","1-41000000800","4100","41",7
1,30.97,0,30.97,2020-04-01 00:00:00.000,"1 -2020-0107","1 -2020-0107-0383","1-41000000800","4100","41",10
1,29.8,0,29.8,2020-04-01 00:00:00.000,"1 -2020-0108","1 -2020-0108-0385","1-41000000800","4100","41",11
1,30.4,0,30.4,2020-04-01 00:00:00.000,"1 -2020-0109","1 -2020-0109-0391","1-41000000800","4100","41",14
1,65.04,0,65.04,2020-04-01 00:00:00.000,"1 -2020-0110","1 -2020-0110-0395","1-41000000800","4100","41",16
1,29.8,0,29.8,2020-04-02 00:00:00.000,"1 -2020-0112","1 -2020-0112-0403","1-41000000800","4100","41",18
1,93.4,0,93.4,2020-04-03 00:00:00.000,"1 -2020-0113","1 -2020-0113-0404","1-41000008389","4100","41",8
1,256.16,0,256.16,2020-04-05 00:00:00.000,"1 -2020-0114","1 -2020-0114-0406","1-41000005054","4100","41",6
1,87.97,0,87.97,2020-04-18 00:00:00.000,"1 -2020-0118","1 -2020-0118-0416","1-41000040400","4100","41",14
1,302.5,0,302.5,2020-04-30 00:00:00.000,"1 -2020-0125","1 -2020-0125-0434","1-41000040400","4100","41",16
1,621.8,0,621.8,2020-05-01 00:00:00.000,"1 -2020-0130","1 -2020-0130-0452","1-41000000755","4100","41",10
1,30.48,0,30.48,2020-05-01 00:00:00.000,"1 -2020-0132","1 -2020-0132-0461","1-41000000800","4100","41",20
1,75.52,0,75.52,2020-05-03 00:00:00.000,"1 -2020-0134","1 -2020-0134-0464","1-41000008389","4100","41",9
1,65.72,0,65.72,2020-05-07 00:00:00.000,"1 -2020-0139","1 -2020-0139-0474","1-41000003764","4100","41",2
1,186.58,0,186.58,2020-05-07 00:00:00.000,"1 -2020-0140","1 -2020-0140-0476","1-41000005054","4100","41",7
1,201.89,0,201.89,2020-05-07 00:00:00.000,"1 -2020-0141","1 -2020-0141-0478","1-41000005054","4100","41",8
1,68.24,0,68.24,2020-05-12 00:00:00.000,"1 -2020-0144","1 -2020-0144-0490","1-41000040400","4100","41",18
1,302.5,0,302.5,2020-05-31 00:00:00.000,"1 -2020-0150","1 -2020-0150-0506","1-41000040400","4100","41",20
1,621.8,0,621.8,2020-06-01 00:00:00.000,"1 -2020-0156","1 -2020-0156-0526","1-41000000755","4100","41",12
1,34,0,34,2020-06-01 00:00:00.000,"1 -2020-0158","1 -2020-0158-0531","1-41000003125","4100","41",4
1,29.8,0,29.8,2020-06-01 00:00:00.000,"1 -2020-0159","1 -2020-0159-0537","1-41000000800","4100","41",22
1,89.81,0,89.81,2020-06-04 00:00:00.000,"1 -2020-0161","1 -2020-0161-0540","1-41000008389","4100","41",10
1,252.67,0,252.67,2020-06-05 00:00:00.000,"1 -2020-0162","1 -2020-0162-0542","1-41000005054","4100","41",9
1,68.24,0,68.24,2020-06-12 00:00:00.000,"1 -2020-0165","1 -2020-0165-0553","1-41000040400","4100","41",22
1,121,0,121,2020-06-30 00:00:00.000,"1 -2020-0168","1 -2020-0168-0562","1-41000040400","4100","41",24
1,29.04,0,29.04,2020-07-01 00:00:00.000,"1 -2020-0190","1 -2020-0190-0639","1-41000006004","4100","41",2
1,34,0,34,2020-07-01 00:00:00.000,"1 -2020-0191","1 -2020-0191-0644","1-41000003125","4100","41",6
1,30.23,0,30.23,2020-07-01 00:00:00.000,"1 -2020-0192","1 -2020-0192-0649","1-41000000800","4100","41",24
1,78.01,0,78.01,2020-07-04 00:00:00.000,"1 -2020-0194","1 -2020-0194-0653","1-41000008389","4100","41",13
1,621.8,0,621.8,2020-07-10 00:00:00.000,"1 -2020-0199","1 -2020-0199-0666","1-41000000755","4100","41",14
1,68.24,0,68.24,2020-07-12 00:00:00.000,"1 -2020-0200","1 -2020-0200-0673","1-41000040400","4100","41",27
1,611.04,0,611.04,2020-07-24 00:00:00.000,"1 -2020-0204","1 -2020-0204-0684","1-41000000473","4100","41",2
1,131.47,0,131.47,2020-08-01 00:00:00.000,"1 -2020-0212","1 -2020-0212-0710","1-41000008389","4100","41",16
1,29.8,0,29.8,2020-08-01 00:00:00.000,"1 -2020-0213","1 -2020-0213-0715","1-41000000800","4100","41",26
1,34,0,34,2020-08-01 00:00:00.000,"1 -2020-0215","1 -2020-0215-0724","1-41000003125","4100","41",8
1,121,0,121,2020-08-02 00:00:00.000,"1 -2020-0216","1 -2020-0216-0725","1-41000040400","4100","41",29
1,291.5,0,291.5,2020-08-02 00:00:00.000,"1 -2020-0217","1 -2020-0217-0731","1-41000000002","4100","41",2
1,65.72,0,65.72,2020-08-05 00:00:00.000,"1 -2020-0219","1 -2020-0219-0735","1-41000003764","4100","41",6
1,621.8,0,621.8,2020-08-09 00:00:00.000,"1 -2020-0225","1 -2020-0225-0750","1-41000000755","4100","41",16
1,56.39,0,56.39,2020-08-12 00:00:00.000,"1 -2020-0226","1 -2020-0226-0757","1-41000003812","4100","41",2
1,600,0,600,2020-08-12 00:00:00.000,"1 -2020-0227","1 -2020-0227-0758","1-41000000140","4100","41",9
1,600,0,600,2020-08-12 00:00:00.000,"1 -2020-0228","1 -2020-0228-0760","1-41000006551","4100","41",9
1,36,0,36,2020-08-12 00:00:00.000,"1 -2020-0229","1 -2020-0229-0762","1-41000000140","4100","41",10
1,36,0,36,2020-08-12 00:00:00.000,"1 -2020-0230","1 -2020-0230-0764","1-41000006551","4100","41",10
1,68.24,0,68.24,2020-08-14 00:00:00.000,"1 -2020-0231","1 -2020-0231-0766","1-41000040400","4100","41",30
1,55.52,0,55.52,2020-08-23 00:00:00.000,"1 -2020-0233","1 -2020-0233-0775","1-41000003812","4100","41",4
1,66,0,66,2020-08-30 00:00:00.000,"1 -2020-0235","1 -2020-0235-0783","1-41000003812","4100","41",6
1,29.8,0,29.8,2020-09-01 00:00:00.000,"1 -2020-0240","1 -2020-0240-0799","1-41000000800","4100","41",28
1,85.66,0,85.66,2020-09-04 00:00:00.000,"1 -2020-0243","1 -2020-0243-0807","1-41000008389","4100","41",17
1,121,0,121,2020-09-05 00:00:00.000,"1 -2020-0247","1 -2020-0247-0816","1-41000040400","4100","41",33
1,621.8,0,621.8,2020-09-10 00:00:00.000,"1 -2020-0249","1 -2020-0249-0821","1-41000000755","4100","41",18
1,67.02,0,67.02,2020-09-16 00:00:00.000,"1 -2020-0250","1 -2020-0250-0828","1-41000003812","4100","41",8
1,68.24,0,68.24,2020-09-18 00:00:00.000,"1 -2020-0252","1 -2020-0252-0831","1-41000040400","4100","41",34
1,390.37,0,390.37,2020-09-18 00:00:00.000,"1 -2020-0253","1 -2020-0253-0836","1-41000001935","4100","41",2
1,40.33,0,40.33,2020-10-01 00:00:00.000,"1 -2020-0268","1 -2020-0268-0884","1-41000002720","4100","41",2
1,34,0,34,2020-10-01 00:00:00.000,"1 -2020-0269","1 -2020-0269-0889","1-41000003125","4100","41",10
1,121,0,121,2020-10-07 00:00:00.000,"1 -2020-0273","1 -2020-0273-0898","1-41000040400","4100","41",37
1,91.45,0,91.45,2020-10-07 00:00:00.000,"1 -2020-0274","1 -2020-0274-0900","1-41000008389","4100","41",19
1,621.8,0,621.8,2020-10-10 00:00:00.000,"1 -2020-0278","1 -2020-0278-0910","1-41000000755","4100","41",20
1,68.24,0,68.24,2020-10-23 00:00:00.000,"1 -2020-0287","1 -2020-0287-0934","1-41000040400","4100","41",39
1,621.8,0,621.8,2020-11-01 00:00:00.000,"1 -2020-0296","1 -2020-0296-0964","1-41000000755","4100","41",22
1,34,0,34,2020-11-01 00:00:00.000,"1 -2020-0299","1 -2020-0299-0978","1-41000003125","4100","41",12
1,90.57,0,90.57,2020-11-04 00:00:00.000,"1 -2020-0302","1 -2020-0302-0988","1-41000008389","4100","41",22
1,373.77,0,373.77,2020-11-04 00:00:00.000,"1 -2020-0303","1 -2020-0303-0993","1-41000001935","4100","41",4
1,249.76,0,249.76,2020-11-04 00:00:00.000,"1 -2020-0304","1 -2020-0304-0998","1-41000006915","4100","41",3
1,29.8,0,29.8,2020-11-04 00:00:00.000,"1 -2020-0305","1 -2020-0305-1003","1-41000000800","4100","41",31
1,121,0,121,2020-11-05 00:00:00.000,"1 -2020-0309","1 -2020-0309-1014","1-41000040400","4100","41",41
1,67.04,0,67.04,2020-11-06 00:00:00.000,"1 -2020-0310","1 -2020-0310-1020","1-41000003764","4100","41",8
1,68.24,0,68.24,2020-11-15 00:00:00.000,"1 -2020-0317","1 -2020-0317-1040","1-41000040400","4100","41",43
1,430.44,0,430.44,2020-11-26 00:00:00.000,"1 -2020-0320","1 -2020-0320-1045","1-41000000755","4100","41",24
1,621.8,0,621.8,2020-12-01 00:00:00.000,"1 -2020-0327","1 -2020-0327-1073","1-41000000755","4100","41",26
1,34,0,34,2020-12-01 00:00:00.000,"1 -2020-0332","1 -2020-0332-1091","1-41000003125","4100","41",14
1,29.8,0,29.8,2020-12-02 00:00:00.000,"1 -2020-0335","1 -2020-0335-1098","1-41000000800","4100","41",32
1,121,0,121,2020-12-04 00:00:00.000,"1 -2020-0337","1 -2020-0337-1103","1-41000040400","4100","41",45
1,68.67,0,68.67,2020-12-05 00:00:00.000,"1 -2020-0342","1 -2020-0342-1119","1-41000000000","4100","41",2
1,143.61,0,143.61,2020-12-05 00:00:00.000,"1 -2020-0343","1 -2020-0343-1124","1-41000008389","4100","41",24
1,35.94,0,35.94,2020-12-05 00:00:00.000,"1 -2020-0344","1 -2020-0344-1125","1-41000006556","4100","41",2
1,154.47,0,154.47,2020-12-17 00:00:00.000,"1 -2020-0349","1 -2020-0349-1143","1-41000040400","4100","41",47
1,50.97,0,50.97,2020-12-20 00:00:00.000,"1 -2020-0350","1 -2020-0350-1144","1-41000009574","4100","41",4
1,500,0,500,2020-12-24 00:00:00.000,"1 -2020-0353","1 -2020-0353-1151","1-41000006551","4100","41",12
1,500,0,500,2020-12-24 00:00:00.000,"1 -2020-0354","1 -2020-0354-1153","1-41000000140","4100","41",12
1,170,0,170,2020-12-31 00:00:00.000,"1 -2020-0379","1 -2020-0379-1209","1-41000003125","4100","41",16
1,29.8,0,29.8,2020-12-31 00:00:00.000,"1 -2020-0384","1 -2020-0384-1224","1-41000000800","4100","41",34
1,623.66,0,623.66,2021-01-01 00:00:00.000,"1 -2021-0009","1 -2021-0009-0064","1-41000000755","4100","41",28
1,135.02,0,135.02,2021-01-02 00:00:00.000,"1 -2021-0013","1 -2021-0013-0077","1-41000008389","4100","41",26
