edad,ingreso,gasto,ahorros,compra
85,34802,0.298796923,16450.00327,0
64,76364,0.699388766,5772.117136,0
33,111813,0.238243787,15901.23897,0
62,68279,0.719685078,7028.67551,0
89,31096,0.278587846,17736.9426,0
61,69698,0.74168397,8777.077472,0
29,102028,0.288960499,14634.43069,0
56,68463,0.815711693,8995.180088,0
92,32915,0.38857492,16694.70684,0
62,78413,0.790709066,6961.204192,0
60,65054,0.708613172,5417.237294,0
85,26355,0.342340667,17971.19364,0
88,28585,0.397739666,16725.84185,0
94,27771,0.302503223,17303.95719,0
62,69391,0.792105974,6518.283468,0
64,86283,0.756801925,6852.554867,0
29,111426,0.400281156,14352.64377,0
27,125008,0.959645407,2963.637708,0
31,122924,0.890460224,3071.944576,0
87,18459,0.264549906,15637.59765,0
32,95536,0.266246057,15420.62564,0
63,69849,0.740387081,7670.690966,0
58,78635,0.78644005,7162.739043,0
62,67030,0.746738443,6740.765182,0
32,101905,0.307476314,17532.16478,0
93,20440,0.297573034,17406.07402,1
59,71302,0.702009004,6595.72601,1
61,71033,0.838095072,9456.876963,0
53,74996,0.738731092,7821.447804,0
82,32494,0.327315403,16799.44427,0
28,123229,0.873321954,610.4462191,0
32,106543,0.310743244,14337.28833,0
89,20292,0.312148195,16023.44566,0
84,27179,0.347423417,15612.62855,0
87,24578,0.376165459,17789.24752,0
29,103223,0.338816294,16252.88305,0
58,83351,0.840697804,6673.909711,0
29,99161,0.307920004,15631.83677,0
55,76057,0.877827984,6132.898205,0
25,106772,0.39090472,16353.47179,0
60,67491,0.846618487,7180.713788,0
88,33251,0.304391365,18868.24161,0
24,134384,0.874720824,3731.339761,0
56,60059,0.727584022,7166.858605,0
95,27038,0.331352007,18126.57745,0
89,26127,0.304474372,17194.82802,0
86,46977,0.282728391,15628.95708,0
85,27599,0.281995048,13470.97061,0
60,65340,0.731648492,8354.196508,0
87,25701,0.315220574,15738.8593,0
29,101943,0.325623061,14619.35428,0
23,129937,0.872735663,4102.065425,0
31,102618,0.276377921,13209.30161,0
89,19202,0.381987744,16626.22236,0
58,80278,0.823358991,6335.97832,0
56,67274,0.779851667,6652.391024,0
37,107877,0.334617984,17968.55393,0
89,33311,0.376146969,17093.06996,0
29,119366,0.35877139,15012.85301,0
23,138443,0.922656554,3297.058844,0
34,103428,0.247424409,13791.03576,0
64,64331,0.757127751,5815.660096,0
63,75078,0.78315915,7468.85108,0
85,29204,0.32549145,16918.90346,0
62,62747,0.77059456,5852.326243,0
59,75505,0.768278658,5006.528691,0
92,35877,0.366891716,17287.90702,0
67,59243,0.74366,5446.557473,0
58,77559,0.712296372,5742.524488,0
58,70272,0.822959601,5290.087044,0
38,94775,0.380390201,16867.13082,0
57,65608,0.766231301,6904.318224,0
31,114833,0.305069686,13953.02972,0
36,96336,0.288097567,15286.76934,0
25,131009,0.864056902,4792.426581,0
66,71672,0.753889218,7387.835438,0
64,78801,0.740367489,6420.944071,0
59,69460,0.752723838,6101.372147,1
90,117668,0.082722743,12554.69274,1
68,77648,0.796544694,6190.864083,1
35,106588,0.342214205,15648.65667,0
84,27544,0.230933766,18207.3617,0
24,134389,0.938852138,4573.606346,0
29,142000,0.940087308,5349.821182,0
28,129019,0.930831959,3016.820643,0
81,34425,0.272609779,16262.62379,0
57,74014,0.787378081,5783.846928,0
37,107958,0.346669077,13641.00954,0
91,16950,0.323004043,17172.6094,0
82,24221,0.473549661,16251.75945,0
36,100158,0.316060414,13832.37937,0
31,112943,0.341239503,14297.70223,0
61,71171,0.721080493,6457.790641,0
64,76410,0.775604185,6135.308197,0
83,117943,0.07721324,15391.95219,0
63,56875,0.762280582,7837.23362,0
55,73895,0.747125461,5563.906949,0
86,35998,0.321635647,20000,0
57,76573,0.84059907,6225.376082,0
94,27169,0.314173045,15061.77622,0
37,108635,0.286495703,14558.05454,0
26,131827,0.880719491,4352.699305,0
57,69655,0.674890678,5889.831167,0
37,106664,0.277586754,14479.37412,0
88,17946,0.26964363,16715.16002,0
61,73495,0.772756305,9288.189786,0
91,26424,0.319388653,16501.46878,0
84,22286,0.395506246,17886.53737,0
43,101641,0.381983804,14424.098,0
59,75495,0.794502905,6702.951926,0
90,25733,0.338562968,17631.56888,0
88,27169,0.280059505,15260.63555,0
59,56321,0.806565925,6129.288986,0
59,67401,0.71143397,6529.58631,0
88,32708,0.368215316,16711.06798,0
37,97831,0.374465827,14935.14481,0
33,105667,0.250750806,12869.76107,0
90,124170,0.030751314,14773.40721,0
31,105826,0.286274324,13856.80583,0
90,30178,0.282351282,16182.83844,0
91,25237,0.353501824,17292.7331,0
29,91375,0.235450426,13104.96276,0
83,117347,0.155694092,15086.70112,0
84,38042,0.366085872,17465.85629,0
87,46910,0.3085617,14789.14848,0
22,134209,0.870698005,5138.109569,0
58,76052,0.721588183,6681.984386,0
31,108067,0.268674266,13316.76729,0
33,106345,0.339235422,15300.45379,0
56,75599,0.773737099,6799.625272,0
30,108581,0.309446781,15628.79165,0
85,29610,0.318135245,18475.48747,0
87,30812,0.314463152,15238.119,0
34,98165,0.174120494,15721.86284,0
61,72060,0.833459023,7924.641138,0
30,107525,0.29481643,12702.84739,0
88,19510,0.316751026,16529.20081,0
56,78992,0.812275702,7285.180437,0
30,102056,0.260700622,15370.66883,0
25,130361,0.925438557,4691.552139,0
61,65647,0.717489977,7497.231607,0
88,26351,0.304168206,14035.91755,0
37,97678,0.257470444,15834.11317,0
35,117112,0.304791871,15908.036,0
85,21250,0.310410115,16033.97117,0
85,118169,0.123196058,14855.95102,0
88,114767,0.032207542,17833.09347,0
59,77978,0.718895205,8316.311102,0
90,22288,0.271326832,18434.09915,0
33,94964,0.330232503,14018.34987,0
62,69326,0.798012338,7003.095703,0
59,69115,0.759883434,5997.6902,1
91,36639,0.326198887,16275.70334,1
33,100275,0.363085683,13735.43874,1
87,12000,0.342991008,16180.26525,0
26,97750,0.293408761,15823.03236,0
88,35051,0.386051506,17593.24679,0
24,110564,0.304943006,14967.83963,0
91,12038,0.349803256,16464.9605,0
86,31994,0.24947694,18210.0881,0
36,108004,0.308922991,15813.96457,0
87,30178,0.279315978,16123.07075,0
33,114555,0.279256836,13746.74544,0
59,80876,0.657314073,7232.825143,0
29,116451,0.340659611,15294.66151,0
59,73057,0.830294909,7819.393216,0
57,64803,0.728584929,6255.552641,0
40,98821,0.27908085,15995.16005,0
42,106990,0.330065422,14856.939,0
89,26940,0.326005133,16555.15938,0
93,17672,0.303292369,18516.45181,0
17,134734,0.857921667,0,0
24,129087,0.827117943,3290.829469,0
34,89598,0.340152381,12832.76872,0
90,33490,0.419908528,17091.90423,0
20,122581,0.894080616,4444.447684,0
92,22484,0.331773262,18615.63259,0
84,115237,0.06877821,14396.56828,0
59,73350,0.679773591,6710.574018,0
61,65914,0.778102231,6406.87713,0
67,68663,0.773833631,7451.994014,0
82,33610,0.301253234,17755.66494,0
94,18937,0.34709506,17739.7761,0
28,109075,0.362761961,14082.45824,1
36,105567,0.312638849,14355.31095,1
91,118794,0.019212066,14047.38899,0
34,119877,0.305436995,15634.78829,0
77,128596,0.040824071,14503.41079,0
63,67370,0.899940553,5985.07703,0
35,112878,0.30091358,13755.4823,0
21,123678,0.832025269,2838.815821,0
86,18812,0.34154576,16157.73414,0
56,80431,0.759431596,8150.557439,0
83,26882,0.347979632,17775.22817,0
28,117108,0.857078493,4749.879237,0
59,82199,0.80351451,5880.814834,0
83,18162,0.301373455,16029.46921,0
83,30492,0.301631469,15365.85846,0
58,80248,0.724955705,7641.160382,0
91,29750,0.288470332,19201.11992,0
29,110860,0.319440301,16260.42103,0
61,68842,0.754406542,4077.658657,0
84,110582,0.079049032,14937.99517,0
34,111303,0.345312577,14624.31863,0
33,108345,0.32541329,15646.32172,0
55,76831,0.742113734,7806.39875,0
88,22602,0.356744829,16740.3435,0
91,27168,0.332238817,15893.72977,1
91,28777,0.324193555,17808.26624,1
84,27384,0.313646717,16734.67275,1
87,25566,0.316760373,15188.05875,0
39,99216,0.216606143,15230.34511,0
38,113659,0.333485987,14364.69339,0
89,25252,0.321765221,16539.36419,0
59,73596,0.856704219,8281.71874,0
35,105991,0.343377978,16616.08824,0
59,90422,0.806210221,6746.281084,0
87,117564,0.128279596,14000.24896,0
94,38923,0.330226018,16971.18155,0
86,28779,0.33652333,16047.26833,0
60,70054,0.714339361,6609.918507,0
79,38201,0.369782888,16393.3957,0
86,36031,0.240176635,16945.32624,0
60,65942,0.800578385,5253.265007,0
85,28408,0.358073859,15063.3358,0
92,33550,0.368515629,17106.32591,0
37,108651,0.192343616,15881.2422,0
89,34524,0.348118273,14051.25652,0
67,80914,0.819664259,6833.507137,0
31,105006,0.374165878,15419.41776,0
20,129469,0.939995431,5522.573424,0
37,110732,0.322676248,14265.35184,0
57,79794,0.822408401,5893.975285,0
87,30102,0.390390594,16330.08119,0
33,92569,0.336079806,13765.686,0
56,73516,0.806499154,7696.832374,0
67,78702,0.763273682,5030.364839,1
58,69247,0.723721191,8715.679574,1
89,28160,0.338848851,15607.06178,1
34,103204,0.301087354,15149.81042,0
25,120957,0.877673425,5590.447216,0
44,114642,0.309204915,14067.61779,0
68,68944,0.745567464,6828.709702,0
31,105036,0.272227993,16465.06352,0
58,78611,0.910416683,7665.884295,0
55,64768,0.733256851,6486.353873,0
21,129726,0.951792312,4550.799522,0
36,109038,0.324213203,16502.38948,0
88,123651,0.02902714,13504.57757,0
26,125662,0.926818366,6089.478323,0
29,112531,0.342766174,14361.33498,0
38,104738,0.40595885,15634.31387,0
79,32421,0.303276206,15319.46766,0
51,72086,0.791114726,6732.096069,0
82,24391,0.276101346,17053.03011,0
39,100661,0.37664125,16873.12864,0
87,15671,0.350725091,14326.60112,0
36,109809,0.355660187,14978.50214,0
57,72055,0.754972346,6544.847498,0
61,78837,0.745948975,6811.303236,0
86,15695,0.257174966,17366.18626,0
86,124372,0,15374.46595,0
35,108499,0.261271913,16046.08302,1
89,22008,0.381906069,16458.3981,1
30,96241,0.377338491,15485.15601,0
60,74460,0.754539329,7567.647652,0
64,62886,0.748016268,8302.588638,0
37,106894,0.343235769,14075.21737,0
65,74430,0.751774162,7145.251128,0
90,24376,0.281279457,15134.99423,0
59,67346,0.725156896,8857.849116,0
29,106014,0.347945114,15038.01075,0
58,78078,0.78377955,6483.049644,0
88,31366,0.379620848,16079.6227,0
63,82343,0.732318622,8090.70674,0
92,35484,0.397063604,17324.04511,0
17,136255,0.935876104,4126.226651,0
34,98993,0.322993089,16138.07937,0
22,109152,0.323446416,16022.48248,0
24,120465,0.907485387,4838.34835,0
36,104285,0.212360051,13347.55878,0
34,102291,0.247862276,15819.5776,0
87,26665,0.402145661,17376.91474,0
85,21652,0.318456137,14175.16989,0
61,67372,0.73406731,6618.549336,0
27,122671,0.910107113,4206.287239,0
59,68038,0.801486992,7719.283633,0
31,107994,0.294468939,13685.97236,0
31,107932,0.374242188,12207.52608,0
93,126601,0.025170169,14117.44704,0
17,123828,0.942012908,3798.8404,0
35,110106,0.286769271,14924.53722,0
28,127699,0.881424547,5490.814956,0
94,23854,0.314446683,16828.41012,0
28,100592,0.259598349,15520.35578,0
33,116616,0.320930048,15104.49811,0
56,65313,0.754602999,5574.243677,0
28,94762,0.303596191,15352.52194,0
86,27705,0.329376951,17130.8561,0
92,22616,0.322850682,17275.66131,0
18,123718,0.806552862,4420.445821,0
61,72027,0.762324917,6926.123598,0
32,117050,0.311355535,14310.54621,1
63,70580,0.766509045,7262.108723,1
58,70676,0.764028388,7664.415651,1
31,101209,0.304322995,16917.57169,0
62,73675,0.796619167,4688.657157,0
60,63476,0.75190002,7543.542802,0
62,67731,0.819169949,5956.555677,0
90,29029,0.303758971,15592.99153,0
33,106757,0.258396114,14431.6528,0
33,107100,0.342435483,14895.47348,0
65,70430,0.696994258,6971.164886,0
59,69408,0.879905998,6491.77115,0
65,71229,0.787889763,9024.337461,0
86,23400,0.278035538,15215.28126,0
32,108417,0.287370867,16696.39866,0
84,24105,0.271809023,16524.90254,0
84,30481,0.397022894,16837.20596,0
90,22782,0.356306871,15924.07171,0
91,28165,0.303692923,17460.17935,0
26,123005,0.984526194,4371.234733,0
92,18724,0.327862315,15341.38111,0
97,27271,0.283922895,14928.1656,0
84,36463,0.353620957,16563.37259,0
58,70369,0.904520486,7461.567503,0
61,74282,0.692236474,7286.754751,0
92,36032,0.336968307,17348.59988,0
87,29909,0.342151632,18142.23275,0
66,77052,0.707262435,6296.417311,0
22,132948,0.889800173,2839.786357,0
91,30756,0.30369803,15492.00471,0
30,98030,0.411111714,16316.84291,0
25,128625,0.816738989,4914.117127,0
28,101206,0.387440698,14936.77539,0
93,19934,0.20314024,17969.69377,0
90,35297,0.355149019,16091.40195,0
91,20681,0.354679169,18401.08844,0
89,30267,0.289310066,14386.35188,0
