,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income
24,39383000000.0,0.0421,8060000000.0,31323000000.0,6084000000.0,9715000000.0,18059000000.0,13264000000.0,2025000000.0,12424000000.0,8837000000.0,0.0,0.0,3587000000.0,0.0,3587000000.0,0.87,0.85,4082313000.0,4121000000.0,0.76,0.7953,0.4379999999999999,0.3669,0.091,0.3466,17234000000.0,14449000000.0,3587000000.0
25,36397000000.0,0.0596,20441000000.0,15956000000.0,0.0,11511000000.0,11511000000.0,4445000000.0,54000000.0,4325000000.0,2392000000.0,0.0,0.0,1933000000.0,0.0,1933000000.0,1.19,1.17,1611759392.0,1623800000.0,0.76,0.4384,0.141,0.1203,0.053,0.108,5126000000.0,4379000000.0,1933000000.0
26,66832000000.0,0.0273,34432000000.0,32400000000.0,0.0,19037000000.0,19037000000.0,13363000000.0,506000000.0,13215000000.0,3465000000.0,111000000.0,0.0,9750000000.0,0.0,9750000000.0,3.75,3.67,2514599476.0,2514599476.0,2.787,0.4848,0.248,0.2053,0.146,0.1668,16555000000.0,13721000000.0,9861000000.0
27,2274038000.0,0.3056,1447354000.0,826684000.0,0.0,341064000.0,709930000.0,116754000.0,62022000.0,67896000.0,24235000.0,-19088000.0,0.0,43661000.0,0.0,43661000.0,0.25,0.25,171976731.0,171406272.0,0.12,0.3635,0.11,0.0571,0.019,-0.0142,249055000.0,129918000.0,24573000.0
28,22884213402.0619,-0.1691,0.0,22884213402.0619,0.0,9212738144.3299,18306471134.0206,4577742268.0412,0.0,4968425515.4639,694220618.5567,42403092.7835,0.0,4274204896.9072,0.0,4274204896.9072,0.6082,0.6082,1881981528.866,1881981528.866,0.0662,1.0,0.0698,0.2171,0.0482,-0.096,6207666494.8454,4968425515.4639,4316607989.6907
29,53647000000.0,0.021,11248000000.0,42399000000.0,8006000000.0,14455000000.0,30514000000.0,11885000000.0,0.0,11859000000.0,706000000.0,36000000.0,-10000000.0,11153000000.0,0.0,11153000000.0,1.9,1.87,5780474578.0,5872000000.0,1.36,0.7903,0.34,0.2211,0.208,0.2541,18243000000.0,11859000000.0,11188000000.0
30,66862483212.7352,0.2209,57317818523.8784,9544664688.8567,1757508393.6324,8162961505.0651,9923699565.8466,-379034876.9899,123666859.6237,-298807670.0434,61775976.8452,-44705788.712,0.0,-360583646.8886,0.0,-360583646.8886,-0.2518,-0.2518,425283487.5543,416483745.0072,0.0,0.1428,0.0013,-0.0026,-0.0007,-0.0008,629495079.5948,-175140810.4197,-405289435.6006
31,25934482758.6207,-0.0667,16226436781.6092,9708045977.0115,5310344827.5862,3980459770.1149,9290804597.7011,417241379.3103,0.0,-419540229.8851,217241379.3103,-11494252.8736,0.0,-636781609.1954,0.0,-636781609.1954,-0.069,-0.069,6708109209.1954,6708109209.1954,0.2713,0.3743,-0.0184,-0.0162,-0.0287,0.0102,-419540229.8851,-419540229.8851,-68965.5172
32,3042359000.0,0.2452,964997000.0,2077362000.0,553858000.0,1070179000.0,1624037000.0,453325000.0,132606000.0,423544000.0,-782052000.0,0.0,0.0,1205596000.0,0.0,1205596000.0,1.6,1.56,761250269.0,754326000.0,0.0,0.6828,0.3229999999999999,0.1828,0.396,0.2856,981648000.0,556150000.0,1205596000.0
33,20848000000.0,0.1821,10115000000.0,10733000000.0,3768000000.0,1056000000.0,5598000000.0,5135000000.0,628000000.0,4175000000.0,-8084000000.0,351000000.0,19000000.0,12259000000.0,0.0,12259000000.0,29.33,28.44,413446755.0,418000000.0,7.0,0.5148,0.426,0.2304,0.588,0.4069,8884000000.0,4803000000.0,12610000000.0
34,17253000000.0,0.1868,9436000000.0,7817000000.0,2019000000.0,1002000000.0,3021000000.0,4796000000.0,234000000.0,4694000000.0,1381000000.0,0.0,0.0,3313000000.0,0.0,3313000000.0,3.27,3.23,982990521.0,1013000000.0,0.6,0.4531,0.312,0.2856,0.192,0.1834,5385000000.0,4928000000.0,3313000000.0
35,907208000.0,0.0532,304658000.0,602550000.0,270323000.0,325465000.0,595788000.0,6762000.0,0.0,26463000.0,11006000.0,0.0,0.0,15457000.0,0.0,15457000.0,0.02,0.02,861881814.0,862460000.0,0.0,0.6642,0.076,0.0292,0.017,0.1728,68520000.0,26463000.0,15457000.0
36,290212000000.0,0.1876,188835000000.0,101377000000.0,1466000000.0,11480000000.0,69658000000.0,31719000000.0,766000000.0,30372000000.0,9532000000.0,581000000.0,0.0,20840000000.0,0.0,20840000000.0,4.88,4.88,4233807170.0,4233807170.0,3.23,0.3493,0.172,0.1073,0.072,0.0566,49883000000.0,31138000000.0,21421000000.0
37,22611000000.0,0.0159,10244000000.0,12367000000.0,5625000000.0,2986000000.0,11746000000.0,621000000.0,768000000.0,392000000.0,5356000000.0,0.0,0.0,-4964000000.0,0.0,-4964000000.0,-3.39,-3.39,1469111039.0,1463000000.0,2.38,0.5469,0.12,0.0513,-0.22,0.1382,2721000000.0,1160000000.0,-4964000000.0
38,12232119826.3386,0.1099,9761936468.8857,2470183357.453,289564978.2923,855952098.4081,2119805209.8408,350378147.6122,23117800.2894,390071056.4399,81997684.5152,678002.8944,0.0,308073371.9247,0.0,308073371.9247,0.4657,0.4518,18990874.8191,19141267.2938,0.0,0.2019,0.0062,0.0338,0.0036,0.0255,531587120.1158,413188856.7294,308751374.8191
39,49330000000.0,0.0276,18724000000.0,30606000000.0,6332000000.0,11386000000.0,18297000000.0,12309000000.0,943000000.0,13039000000.0,12929000000.0,0.0,0.0,110000000.0,0.0,110000000.0,0.02,0.02,4702882494.0,4837000000.0,1.24,0.6204,0.3279999999999999,0.2834,0.002,0.2613,16174000000.0,13982000000.0,110000000.0
40,36986000000.0,0.0841,0.0,36986000000.0,0.0,21416000000.0,28864000000.0,8122000000.0,0.0,8122000000.0,1201000000.0,0.0,0.0,6921000000.0,0.0,6921000000.0,7.93,7.91,854261803.0,856000000.0,1.44,1.0,0.255,0.2196,0.187,0.206,9415000000.0,8122000000.0,6921000000.0
41,22561000000.0,0.0859,6547000000.0,16014000000.0,6345000000.0,4551000000.0,10046000000.0,5968000000.0,0.0,5941000000.0,1021000000.0,27000000.0,0.0,4920000000.0,0.0,4920000000.0,3.01,3.01,1632198774.0,1632198774.0,1.6,0.7098,0.292,0.2633,0.218,0.2211,6578000000.0,5941000000.0,4947000000.0
42,20609000000.0,0.1226,3170000000.0,17439000000.0,0.0,2579000000.0,4485000000.0,12954000000.0,612000000.0,12806000000.0,2505000000.0,0.0,0.0,10301000000.0,0.0,10301000000.0,4.43,4.42,2034251465.0,2049000000.0,0.825,0.8462,0.6809999999999999,0.6511,0.5,0.5938,14031000000.0,13418000000.0,10301000000.0
43,2636746000.0,-0.0728,1316145000.0,1320601000.0,0.0,1266698000.0,1266562000.0,54039000.0,0.0,-12036000.0,-957000.0,13067000.0,0.0,-11079000.0,0.0,-11079000.0,-0.02,-0.02,570780015.0,566511108.0,0.0,0.5008,0.039,-0.0046,-0.004,0.046,103792000.0,-12036000.0,1988000.0
44,1066000.0,0.0009,0.0,1066000.0,13432000.0,18707000.0,30833000.0,-29767000.0,0.0,-27017000.0,0.0,0.0,0.0,-27017000.0,0.0,-27017000.0,-0.15,-0.15,186348066.0,176504996.0,0.0,1.0,-25.289,-25.3443,-25.344,-19.7233,-26958000.0,-27017000.0,-27017000.0
45,6178000000.0,0.0252,0.0,6178000000.0,0.0,3218000000.0,3975000000.0,2203000000.0,0.0,2210000000.0,344000000.0,0.0,-7000000.0,1866000000.0,66000000.0,1800000000.0,1.73,1.71,1034530422.0,1040890000.0,0.565,1.0,0.42,0.3577,0.291,0.3899,2592000000.0,2210000000.0,1866000000.0
46,5525000000.0,0.0325,0.0,5525000000.0,0.0,2607000000.0,3570000000.0,1955000000.0,0.0,2082000000.0,387000000.0,64000000.0,-191000000.0,1695000000.0,0.0,1695000000.0,1.55,1.54,1033870240.0,1092000000.0,0.46,1.0,0.46,0.3768,0.307,0.3844,2544000000.0,2082000000.0,1759000000.0
47,122662000000.0,0.0635,95662000000.0,27000000000.0,0.0,21041000000.0,24388000000.0,2612000000.0,601000000.0,1502000000.0,-405000000.0,-18000000.0,0.0,1907000000.0,0.0,1907000000.0,2.11,2.09,881361794.0,895000000.0,0.49,0.2201,0.037,0.0171,0.016,0.0049,4539000000.0,2103000000.0,1889000000.0
48,23995000000.0,0.1637,21009000000.0,2986000000.0,0.0,254000000.0,519000000.0,2467000000.0,554000000.0,1813000000.0,157000000.0,1000000.0,0.0,1656000000.0,0.0,1656000000.0,1.89,1.89,876046271.0,875000000.0,0.72,0.1244,0.166,0.0986,0.069,0.0562,3973000000.0,2367000000.0,1657000000.0
49,39592785951.5899,0.7238,16934662236.9878,22658123714.6021,3599746875.4944,6888150609.0808,11692453725.6763,10965669988.9258,564151241.8921,13018826135.1052,2879133048.5683,-424141749.7231,0.0,10139693086.5369,17085904.1291,10122607182.4078,3.9646,3.8776,3201220299.3197,3231134314.1908,0.0,0.5723,0.0598,0.3431,0.0405,0.4243,14973421926.9103,13582977376.9973,9715551336.8138
50,6582000000.0,0.3813,1417000000.0,5165000000.0,289000000.0,394000000.0,3498000000.0,1667000000.0,226000000.0,1427000000.0,331000000.0,0.0,0.0,1096000000.0,0.0,1096000000.0,1.3,1.29,831275876.0,846000000.0,0.2,0.7847,0.622,0.2511,0.1669999999999999,0.0731,4094000000.0,1653000000.0,1096000000.0
51,22127000000.0,-0.1524,4853000000.0,17274000000.0,5018000000.0,4056000000.0,9074000000.0,8200000000.0,1077000000.0,7794000000.0,2339000000.0,5000000.0,0.0,5455000000.0,0.0,5455000000.0,4.2,4.17,1293619612.0,1298000000.0,2.28,0.7807,0.465,0.4009,0.247,0.3379,10300000000.0,8871000000.0,5460000000.0
52,147049000000.0,0.01,132954000000.0,14095000000.0,0.0,9650000000.0,9650000000.0,4445000000.0,655000000.0,8488000000.0,474000000.0,-9000000.0,70000000.0,8014000000.0,98000000.0,7916000000.0,5.61,5.53,1411403633.0,1411000000.0,1.52,0.0959,0.155,0.0622,0.054,0.0442,22812000000.0,9143000000.0,8005000000.0
53,18628000000.0,0.1356,13445000000.0,5183000000.0,105000000.0,443000000.0,429000000.0,4754000000.0,945000000.0,3593000000.0,991000000.0,292000000.0,15000000.0,2602000000.0,0.0,2602000000.0,1.79,1.78,1449033664.0,1449000000.0,0.15,0.2782,0.3379999999999999,0.2436,0.14,0.1082,6292000000.0,4538000000.0,2894000000.0
54,10540000000.0,0.2493,2773000000.0,7767000000.0,1553000000.0,5760000000.0,7313000000.0,454000000.0,87000000.0,420000000.0,60000000.0,0.0,0.0,360000000.0,0.0,360000000.0,0.5,0.49,722300000.0,715000000.0,0.0,0.7369,0.12,0.0481,0.034,0.2091,1260000000.0,507000000.0,360000000.0
55,7500000000.0,0.0688,2517000000.0,4983000000.0,1101000000.0,1894000000.0,2995000000.0,1988000000.0,71000000.0,1877000000.0,64000000.0,0.0,0.0,1813000000.0,0.0,1813000000.0,2.38,2.35,763050718.0,762000000.0,0.34,0.6644,0.3279999999999999,0.2597,0.242,0.2212,2457000000.0,1948000000.0,1813000000.0
56,3298177000.0,0.4895,1994477000.0,1303700000.0,497479000.0,750396000.0,1340314000.0,-36614000.0,17982000.0,-36127000.0,2326000.0,0.0,0.0,-38453000.0,0.0,-38453000.0,-0.09,-0.09,413497604.0,405731000.0,0.0,0.3953,0.013,-0.0055,-0.012,0.0709,42816000.0,-18145000.0,-38453000.0
57,25067279000.0,0.2377,20771871000.0,4295408000.0,0.0,860722000.0,970722000.0,3324686000.0,135535000.0,3109074000.0,748307000.0,120317000.0,0.0,2360767000.0,0.0,2360767000.0,7.44,7.42,313932540.0,313932540.0,1.54,0.1714,0.158,0.1294,0.094,0.0576,3964246000.0,3244609000.0,2481084000.0
58,3862000000.0,0.2057,2103000000.0,1759000000.0,0.0,209000000.0,962000000.0,797000000.0,239000000.0,538000000.0,1000000.0,0.0,0.0,537000000.0,2000000.0,535000000.0,0.93,0.93,581277782.0,574631756.0,0.0,0.4555,0.346,0.2012,0.139,0.4081,1337000000.0,777000000.0,537000000.0
59,68619000000.0,0.0554,46185000000.0,22434000000.0,0.0,14444000000.0,15848000000.0,6586000000.0,633000000.0,5489000000.0,2042000000.0,0.0,0.0,3447000000.0,0.0,3447000000.0,4.09,4.09,829760597.0,829760597.0,1.58,0.3269,0.1119999999999999,0.0892,0.05,0.0581,7662000000.0,6122000000.0,3447000000.0
60,21528968000.0,-0.061,16748863000.0,4780105000.0,0.0,4651262000.0,4620882000.0,159223000.0,202768000.0,1249457000.0,305987000.0,0.0,-1293002000.0,943470000.0,0.0,943470000.0,17.98,17.98,53375492.0,53375492.0,0.0,0.222,0.085,0.0675,0.044,0.0037,1838282000.0,1452225000.0,943470000.0
61,9086000000.0,-0.0409999999999999,2116000000.0,6970000000.0,0.0,3697000000.0,6446000000.0,524000000.0,816000000.0,511000000.0,369000000.0,220000000.0,-979000000.0,142000000.0,0.0,142000000.0,0.33,0.33,1756731135.0,1756731135.0,0.29,0.7671,0.442,0.146,0.016,0.0643,4019000000.0,1327000000.0,362000000.0
62,32815000000.0,0.078,28478000000.0,4337000000.0,702000000.0,444000000.0,1502000000.0,2835000000.0,575000000.0,2585000000.0,447000000.0,39000000.0,0.0,2138000000.0,0.0,2138000000.0,1.54,1.53,1384801810.0,1385000000.0,2.0,0.1322,0.205,0.0963,0.065,0.1052,6716000000.0,3160000000.0,2177000000.0
63,25441131000.0,0.0661,23845249000.0,1595882000.0,0.0,1019399000.0,1121885000.0,473997000.0,122823000.0,520893000.0,92359000.0,0.0,0.0,428534000.0,0.0,428534000.0,0.81,0.8,527665321.0,529782000.0,0.0,0.0627,0.047,0.0253,0.017,-0.1723,1199080000.0,643716000.0,428534000.0
64,10153000000.0,0.0234,6505000000.0,3648000000.0,0.0,1209000000.0,1396000000.0,2252000000.0,43000000.0,2129000000.0,-58000000.0,41000000.0,0.0,2187000000.0,0.0,2187000000.0,3.52,3.52,620595275.0,620595275.0,0.0,0.3593,0.231,0.2139,0.215,0.1085,2343000000.0,2172000000.0,2228000000.0
65,32753000000.0,0.1608,7718000000.0,25035000000.0,10329000000.0,7399000000.0,18652000000.0,6383000000.0,1144000000.0,5197000000.0,-490000000.0,0.0,0.0,5687000000.0,0.0,5687000000.0,3.67,3.66,1504216327.0,1541000000.0,3.59,0.7644,0.247,0.1936,0.174,0.3905,8106000000.0,6341000000.0,5687000000.0
66,15740400000.0,0.0077,10304800000.0,5435600000.0,0.0,2850100000.0,3015700000.0,2419900000.0,373700000.0,2188300000.0,57300000.0,32000000.0,0.0,2131000000.0,0.0,2131000000.0,3.69,3.64,570162724.0,570162724.0,1.96,0.3453,0.2019999999999999,0.1628,0.135,0.141,3180800000.0,2562000000.0,2163000000.0
67,130863000000.0,0.0383,55508000000.0,75355000000.0,0.0,31083000000.0,53077000000.0,22278000000.0,4833000000.0,19112000000.0,3584000000.0,511000000.0,0.0,15528000000.0,0.0,15528000000.0,3.76,3.76,4132015101.0,4128000000.0,2.372,0.5758,0.316,0.183,0.119,0.1351,41348000000.0,23945000000.0,16039000000.0
68,9830000000.0,-0.0424,5903000000.0,3927000000.0,397000000.0,2390000000.0,3329000000.0,598000000.0,0.0,618000000.0,257000000.0,13000000.0,0.0,361000000.0,0.0,361000000.0,1.4,1.38,238282707.0,238282707.0,1.0,0.3995,0.1159999999999999,0.0629,0.037,0.1068,1144000000.0,618000000.0,374000000.0
69,699393000.0,0.0843,98152000.0,601241000.0,91030000.0,501436000.0,602187000.0,-946000.0,1161000.0,-3500000.0,58400000.0,0.0,0.0,-61900000.0,0.0,-61900000.0,-1.37,-1.37,44942269.0,45242000.0,0.0,0.8597,0.0139999999999999,-0.0033,-0.089,0.1103,9446000.0,-2339000.0,-61900000.0
70,14178000000.0,0.1574,12305000000.0,1873000000.0,0.0,336000000.0,848000000.0,1025000000.0,312000000.0,812000000.0,-303000000.0,0.0,0.0,1115000000.0,0.0,1115000000.0,6.31,6.25,177268638.0,177268638.0,0.2,0.1321,0.1159999999999999,0.0793,0.079,-0.0037,1645000000.0,1124000000.0,1115000000.0
71,4514810000.0,-0.0751,2716127000.0,1798683000.0,0.0,2033032000.0,2033032000.0,-234349000.0,181886000.0,-417103000.0,116196000.0,0.0,0.0,-533299000.0,0.0,-533299000.0,-1.55,-1.55,345150787.0,345012000.0,0.0,0.3984,0.008,-0.0521,-0.118,-0.0398,36715000.0,-235217000.0,-533299000.0
72,23443000000.0,0.3278,10862000000.0,12581000000.0,0.0,4165000000.0,12011000000.0,570000000.0,2177000000.0,-1563000000.0,170000000.0,0.0,0.0,-1733000000.0,0.0,-1733000000.0,-1.63,-1.63,1080659270.0,1065866000.0,2.16,0.5367,0.245,0.0262,-0.074,0.1713,5734000000.0,614000000.0,-1733000000.0
73,5361960000.0,0.0317,3233171000.0,2128789000.0,0.0,1390400000.0,1393399000.0,735390000.0,129116000.0,605741000.0,215243000.0,0.0,0.0,390498000.0,0.0,390498000.0,2.11,2.1,181248635.0,184281000.0,0.0,0.397,0.159,0.1371,0.073,0.0738,853769000.0,734857000.0,390498000.0
74,10734000000.0,0.2091,6588000000.0,4146000000.0,177000000.0,650000000.0,2632000000.0,1514000000.0,594000000.0,3220000000.0,156000000.0,160000000.0,-2460000000.0,3064000000.0,0.0,3064000000.0,6.14,6.1,468200000.0,468200000.0,0.3,0.3862,0.51,0.3553,0.285,0.1128,5472000000.0,3814000000.0,3224000000.0
75,18274823579.1091,0.0465,0.0,18274823579.1091,0.0,0.0,11614056835.6375,6660766743.4716,5262987219.6621,1184667665.1306,0.0,213111858.679,0.0,1184667665.1306,0.0,1184667665.1306,0.3693,0.3653,89469679.4931,89469679.4931,0.0012,1.0,0.0056,0.3528,0.001,0.1544,6607267188.9401,6447654884.7926,1397779523.8095
76,97102000000.0,0.2884,86066000000.0,11036000000.0,0.0,2418000000.0,5465000000.0,5571000000.0,1003000000.0,3742000000.0,962000000.0,826000000.0,0.0,2780000000.0,0.0,2780000000.0,5.36,5.28,690853526.0,518000000.0,1.84,0.1137,0.075,0.0489,0.0289999999999999,0.0271,7235000000.0,4745000000.0,3606000000.0
77,79823000000.0,0.0221,60956000000.0,18867000000.0,0.0,7408000000.0,7490000000.0,11377000000.0,665000000.0,10356000000.0,2445000000.0,375000000.0,0.0,7911000000.0,0.0,7911000000.0,5.08,5.08,1554523901.0,1554523901.0,4.49,0.2364,0.15,0.1381,0.099,0.1007,12010000000.0,11021000000.0,8286000000.0
